GUID,pattern_key,pattern_count,rare_pattern,uncertainty_density,pred_conductivity,uncertainty_dispersion_conductivity,pred_pH,uncertainty_dispersion_pH,pred_W_1,uncertainty_dispersion_W_1,pred_R_W,uncertainty_dispersion_R_W,pred_PI,uncertainty_dispersion_PI,pred_S_pH,pred_PI_recon,pred_PI_gap_direct_vs_recon,uncertainty_hook_conductivity,uncertainty_hook_pH,uncertainty_hook_W_1,uncertainty_hook_R_W,uncertainty_hook_PI,trust_tier,candidate_guid,radius
q6_q5cand_0235_01_0011,Na2SO4+NaClO4+NaNO3,18,0,5.294137085568255,164.02880457594065,1.655522487467544,6.630812140881587,0.08861502243453473,2.5259728294753967,0.011734771877508614,0.898329785804674,0.003127316596632113,0.8125349267500463,0.017712358537054884,1.0,0.8423119744891729,-0.029777047739126594,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.2142857142857142,1.1428571428571428,medium,q5cand_0235,0.1
q6_q5cand_0235_01_0012,NaBr+NaClO4+NaNO3,4,1,9.215166191454998,165.4888234268515,0.7306357289525368,6.798115953062934,0.11246997225862902,1.9385012360263216,0.10469850348799653,0.9684933092267913,0.035767864358211096,0.7243460779549911,0.025836363392496963,1.0,0.1436737157334322,0.5806723622215588,1.0714285714285714,1.4285714285714286,1.9285714285714286,1.9285714285714286,1.9285714285714286,low,q5cand_0235,0.1
q6_q5cand_0235_01_0013,NaClO4+NaNO3,27,0,2.799644136311187,163.3301594655023,2.1065978321583243,7.622292230026173,0.04036297302323226,2.568358824877418,0.019775153187964883,0.910742144396068,0.0016317547995335848,0.8338255312313443,0.002500635678637142,1.0,0.8811080154230866,-0.0472824841917423,0.6428571428571428,0.2857142857142857,0.8571428571428571,0.4285714285714286,0.2857142857142857,high,q5cand_0235,0.1
q6_q5cand_0235_01_0014,NaClO4+NaNO3,27,0,3.2990069082470215,164.64918947917286,1.5523674649694126,7.599507333441276,0.057927711588588275,2.5424715197138728,0.0017467952355194258,0.9089737494638381,0.001912683207752099,0.834906878195059,0.0040961876891645885,1.0,0.8713765992512826,-0.03646972105622359,0.5,0.5,0.2857142857142857,0.7857142857142857,0.5714285714285714,high,q5cand_0235,0.1
q6_q5cand_0235_02_0001,Li2SO4+NaClO4+NaNO3,0,1,6.296375869216321,161.66071344921906,3.1457498720368458,7.63182049979892,0.13424463972503783,2.5062013410245796,0.019380784349180856,0.9093152159944634,0.0020116315734050533,0.7885717038394016,0.006872235113340365,1.0,0.8714497784158555,-0.08287807457645391,1.7142857142857144,1.3571428571428572,1.5,1.1428571428571428,1.2142857142857144,low,q5cand_0235,0.2
q6_q5cand_0235_02_0002,LiClO4+NaClO4+NaNO3,0,1,6.393207496929739,163.84053385435422,2.4454126812712764,7.462831856698702,0.2806187067203904,2.5178830563764927,0.025269186290435945,0.9109504294993979,0.0006294619039599329,0.7894769628959281,0.00635460975312466,1.0,0.893163328449783,-0.10368636555385491,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.9285714285714285,1.2857142857142856,low,q5cand_0235,0.2
q6_q5cand_0235_02_0003,LiNO3+NaClO4+NaNO3,0,1,6.285022962609796,159.76857761694518,1.208510565370751,7.758370250319223,0.09139086712042278,2.5160846193502437,0.01835347678561168,0.9124057740051845,0.0011361973221851378,0.7871555327864912,0.007059374249077497,1.0,0.8707096212532466,-0.08355408846675538,0.8571428571428572,0.9285714285714286,1.3571428571428572,0.8571428571428572,1.2142857142857144,low,q5cand_0235,0.2
q6_q5cand_0235_02_0004,Na2SO4+NaClO4+NaNO3,18,0,5.340262812377981,164.50429290024476,1.692088620970729,6.304278018562446,0.14602924964847272,2.515474494697376,0.013667489214906911,0.896816140505119,0.0012644448251053983,0.7904571745055041,0.01588615721413357,0.8042780185624459,0.6023207392737001,0.188136435231804,0.9285714285714286,1.1428571428571428,0.8571428571428571,0.7142857142857142,1.2142857142857142,medium,q5cand_0235,0.2
q6_q5cand_0235_02_0005,NaBr+NaClO4+NaNO3,4,1,9.2324283511979,166.61485763497888,0.8730619192538542,6.478497168876534,0.115301257090017,1.8985718844446893,0.08735147269807532,0.9447151020688352,0.008075087257648335,0.6732997854615445,0.039875421908517505,0.978497168876534,0.3473508580862468,0.3259489273752976,1.1428571428571428,1.5,1.9285714285714286,2.0,2.0,low,q5cand_0235,0.2
q6_q5cand_0235_02_0006,NaClO4+NaNO3,27,0,3.1086430742027256,164.5780099156808,1.757321069617588,7.079862839775501,0.4398842930436875,2.566471023863679,0.016558021006894595,0.9116631481575588,0.0007882672214322658,0.8142787293065163,0.014817755832147658,1.0,0.9341304291306745,-0.11985169982415811,0.7142857142857142,1.0714285714285714,0.7857142857142858,0.2857142857142857,0.8571428571428572,high,q5cand_0235,0.2
q6_q5cand_0235_02_0007,NaClO4+NaNO3,27,0,3.3348002098190554,165.10850297123636,1.2641607864349744,7.029405786384089,0.48694644398320347,2.5399265774312614,0.012614246124308687,0.9071901539316222,0.003785285737031211,0.8145673902268277,0.012983762826059028,1.0,0.9128733297562703,-0.09830593952944267,0.5714285714285714,1.2857142857142856,0.6428571428571428,0.9285714285714286,0.9285714285714286,high,q5cand_0235,0.2
q6_q5cand_0235_02_0008,Li2SO4+NaClO4+NaNO3,0,1,6.21083902620587,161.63977297302858,3.1333646405623554,7.726881579604631,0.12573137045529637,2.496716136800403,0.016207986481301274,0.9095558531404799,0.004483937157096503,0.8001222652023344,0.0006132301010280541,1.0,0.8626890943445841,-0.06256682914224965,1.5,1.1428571428571428,1.1428571428571428,1.2857142857142856,0.6428571428571428,low,q5cand_0235,0.2
q6_q5cand_0235_02_0009,LiClO4+NaClO4+NaNO3,0,1,6.311961274815085,163.47214275227233,2.335735476265398,7.551333166996073,0.2581803128775172,2.5122410978693246,0.013922399719312261,0.9102710271958222,0.007273748622648784,0.7954857790199789,0.006062533312697755,1.0,0.8858793420064869,-0.09039356298650802,1.5714285714285714,1.5714285714285714,1.2857142857142856,1.7142857142857144,1.1428571428571428,low,q5cand_0235,0.2
q6_q5cand_0235_02_0010,LiNO3+NaClO4+NaNO3,0,1,6.198999387506355,159.6678732518658,1.2723405789287994,7.8459857565924915,0.09390162793267048,2.5117927392984036,0.011198686495797335,0.9119671586633981,0.0049793539826188974,0.7997998445831026,0.0016849378435318035,1.0,0.8663315250469084,-0.06653168046380575,0.8571428571428572,0.8571428571428572,0.6428571428571428,1.2857142857142856,0.6428571428571428,low,q5cand_0235,0.2
q6_q5cand_0235_02_0011,Na2SO4+NaClO4+NaNO3,18,0,5.197324496346959,164.20721155103845,1.883607253441084,6.595496454089004,0.07291264163327363,2.511587689750186,0.011336678797855148,0.8963204590583342,0.0059092193567956905,0.8100129968844039,0.022044705508454557,1.0,0.8753260512086687,-0.06531305432426482,1.0,0.5714285714285714,0.5714285714285714,1.2142857142857142,1.2142857142857142,medium,q5cand_0235,0.2
q6_q5cand_0235_02_0012,NaBr+NaClO4+NaNO3,4,1,9.086886990223865,165.92865372430518,0.7865180549864315,6.7607330490150295,0.10459925017830549,1.8970354670316476,0.08917161175091036,0.9449193335335117,0.003092787430012593,0.6926725462943142,0.03490929708821218,1.0,0.3717245456589287,0.3209480006353855,1.0,1.3571428571428572,1.9285714285714286,1.5,1.8571428571428572,low,q5cand_0235,0.2
q6_q5cand_0235_02_0013,NaClO4+NaNO3,27,0,2.7315588811438305,163.19241541788327,2.2272499782619803,7.632570669179612,0.03469150663650676,2.586549175836779,0.012419573628181902,0.909260382835395,0.0029522462892207974,0.8339463180352844,0.0027229510558643305,1.0,0.9287176751383078,-0.09477135710302342,0.7857142857142857,0.21428571428571427,0.3571428571428571,0.5714285714285714,0.2857142857142857,high,q5cand_0235,0.2
q6_q5cand_0235_02_0014,NaClO4+NaNO3,27,0,3.156147236872209,164.8520168601253,1.4259032137730254,7.566962080334243,0.023868330136282177,2.5332996774009473,0.008048833211983348,0.9066624414417109,0.0017690047202369918,0.8343790666446037,0.004460922084338041,1.0,0.9061933414784025,-0.07181427483379876,0.6428571428571428,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5,high,q5cand_0235,0.2
q6_q5cand_0238_01_0001,Li2SO4+NaClO4+NaNO3,0,1,6.161356281161943,162.18730441841507,2.9919571084241112,7.57949936501992,0.18209010168321843,2.486830472812322,0.035658567049681046,0.9066722467782626,0.004760664053158411,0.7865809232306479,0.007558259823301683,1.0,0.8489358370485798,-0.0623549138179319,1.380952380952381,1.2857142857142856,1.1904761904761905,1.380952380952381,1.1428571428571428,low,q5cand_0238,0.1
q6_q5cand_0238_01_0002,LiClO4+NaClO4+NaNO3,0,1,6.320079699633985,164.22282835548802,2.151110841956495,7.4130378696609815,0.2811916115077958,2.4958299000858912,0.04626124419755972,0.9078304942558386,0.0023565778548578302,0.7876744282813326,0.00809064065851191,1.0,0.8646895974825531,-0.07701516920122053,1.4761904761904763,1.6666666666666665,1.619047619047619,1.0952380952380953,1.4285714285714286,low,q5cand_0238,0.1
q6_q5cand_0238_01_0003,LiNO3+NaClO4+NaNO3,0,1,6.164462801250903,162.85207577612294,3.1228645878078787,7.70382321077845,0.09552254277408223,2.5004938933732848,0.03514367925681125,0.9087453958004933,0.00353637440244417,0.7859611671637166,0.006023988896747588,1.0,0.8645620281754248,-0.07860086101170827,1.5714285714285714,1.0,1.1904761904761905,1.2380952380952381,1.1428571428571428,low,q5cand_0238,0.1
q6_q5cand_0238_01_0004,Na2SO4+NaClO4+NaNO3,18,0,4.98784779275677,165.0168305986575,1.2879498329127135,6.375709332954455,0.04883441879991013,2.5019899103447893,0.02740220729728604,0.8963395136854084,0.004150841586425982,0.7954519578118261,0.015060013445678337,0.8757093329544547,0.6828401751405969,0.11261178267122918,0.7619047619047619,0.5714285714285714,0.7619047619047619,1.1428571428571428,1.1428571428571428,medium,q5cand_0238,0.1
q6_q5cand_0238_01_0005,NaBr+NaClO4+NaNO3,4,1,8.901545362492197,166.32899171527637,1.1209232615992568,6.467170304186861,0.11058078581667666,1.9173279182088618,0.08725168517508894,0.9666114134027948,0.04092696258340254,0.7046660789934108,0.027652176985452748,0.9671703041868609,0.2529721123823413,0.45169396661106953,1.0,1.4761904761904763,1.9047619047619047,1.9523809523809523,1.9047619047619047,low,q5cand_0238,0.1
q6_q5cand_0238_01_0006,NaClO4+NaNO3,27,0,3.3348002098190554,165.10850297123636,1.2641607864349744,7.029405786384089,0.48694644398320397,2.539926577431262,0.012614246124308491,0.9071901539316222,0.003785285737031211,0.8145673902268277,0.01298376282605884,1.0,0.8869440495601068,-0.07237665933327908,0.5714285714285714,1.1904761904761905,0.42857142857142855,0.9523809523809523,0.9523809523809523,high,q5cand_0238,0.1
q6_q5cand_0238_01_0007,NaClO4+NaNO3,27,0,3.1988008212784207,165.4241582009622,1.2081951991252426,7.027401848921983,0.4873454405083118,2.5367863988145936,0.020456445275182977,0.9055679285165378,0.005772120528965672,0.8155682906252352,0.012201513389953265,1.0,0.884133983882351,-0.06856569325711581,0.38095238095238093,1.1428571428571428,0.42857142857142855,1.0,0.8095238095238095,high,q5cand_0238,0.1
q6_q5cand_0238_01_0008,Li2SO4+NaClO4+NaNO3,0,1,6.133172344867015,162.33893933905,2.8359565269751768,7.6531413814240254,0.17011815112520545,2.485994834717084,0.03626488540299803,0.9061880385916486,0.0031805592581249363,0.7994274051646264,0.0007344147952094636,1.0,0.848327410024619,-0.048900004859992574,1.2380952380952381,1.1428571428571428,1.1904761904761905,1.0,0.5238095238095237,low,q5cand_0238,0.1
q6_q5cand_0238_01_0009,LiClO4+NaClO4+NaNO3,0,1,6.281333867986392,164.20686548700732,2.111615751159922,7.494463219398422,0.27822717958810594,2.494680687255203,0.047183723132652566,0.907777413046054,0.002931184152726852,0.7963108475791366,0.004824277250206468,1.0,0.8637125461793008,-0.0674016986001642,1.380952380952381,1.5714285714285714,1.619047619047619,1.2380952380952381,1.1428571428571428,low,q5cand_0238,0.1
q6_q5cand_0238_01_0010,LiNO3+NaClO4+NaNO3,0,1,6.1360003921612325,162.83610156977372,3.00703548467552,7.78125702223391,0.09750970727545354,2.498860201891804,0.0361806335741132,0.9079756787381695,0.0020466990689699386,0.7995731364596429,0.0024082855338508533,1.0,0.862321426438564,-0.06274828997892112,1.380952380952381,0.9523809523809523,1.1904761904761905,0.7619047619047619,0.6666666666666667,low,q5cand_0238,0.1
q6_q5cand_0238_01_0011,Na2SO4+NaClO4+NaNO3,18,0,4.919742541320495,165.06131274151463,1.255553892824839,6.571479843866079,0.06860434746268404,2.5006284043924083,0.02853724667210575,0.8951845070787778,0.0028734199492396768,0.8142553767461064,0.02168472973376903,1.0,0.8513832845704282,-0.03712790782432185,0.6190476190476191,0.6190476190476191,0.7619047619047619,0.7619047619047619,1.2380952380952381,medium,q5cand_0238,0.1
q6_q5cand_0238_01_0012,NaBr+NaClO4+NaNO3,4,1,8.819340479871531,166.2179381438478,1.1723241128758186,6.749205837041036,0.09189644002305371,1.9171332985263219,0.08689517000714884,0.9666246843473962,0.039285142425102657,0.7250316887684809,0.02146277186729236,1.0,0.3025795734955391,0.4224521152729418,1.0952380952380953,1.2380952380952381,1.8095238095238095,1.8571428571428572,1.7142857142857144,low,q5cand_0238,0.1
q6_q5cand_0238_01_0013,NaClO4+NaNO3,27,0,3.156147236872209,164.8520168601253,1.4259032137730254,7.566962080334243,0.023868330136282815,2.5332996774009473,0.00804883321198337,0.9066624414417109,0.0017690047202369918,0.8343790666446037,0.004460922084338041,1.0,0.8840430014939994,-0.049663934849395686,0.5714285714285714,0.19047619047619047,0.19047619047619047,0.23809523809523808,0.42857142857142855,high,q5cand_0238,0.1
q6_q5cand_0238_01_0014,NaClO4+NaNO3,27,0,3.1051130425070093,165.3953347882638,1.1660326109240293,7.5104625662375915,0.042341227423873036,2.533894339749281,0.01923419929134787,0.9052280084045528,0.003633926696660441,0.8350855767871979,0.004380748403282234,1.0,0.8828172440138881,-0.0477316672266902,0.19047619047619047,0.19047619047619047,0.2857142857142857,0.7142857142857142,0.3333333333333333,high,q5cand_0238,0.1
q6_q5cand_0238_01_0015,Li2SO4+NaClO4+NaNO3,0,1,6.186905131047381,162.08686961115885,3.0084032636509686,7.676964733541111,0.18601479609746757,2.4903346123485055,0.03484079252367333,0.9072620620098825,0.0026180444575808993,0.7992644978123179,0.0012028871296521457,1.0,0.8519165688908182,-0.05265207107850034,1.5714285714285714,1.4285714285714284,1.1904761904761905,1.0476190476190474,0.7619047619047619,low,q5cand_0238,0.1
q6_q5cand_0238_01_0016,LiClO4+NaClO4+NaNO3,0,1,6.3300716399954435,163.96143663213203,2.2650788979931336,7.531045114472619,0.310341809500502,2.500431278411757,0.04446010773594056,0.9094747735834139,0.0035187334111049877,0.7964350731145,0.0049188448008670995,1.0,0.8696126199700859,-0.07317754685558586,1.5714285714285714,1.7619047619047619,1.619047619047619,1.4285714285714284,1.3333333333333333,low,q5cand_0238,0.1
q6_q5cand_0238_01_0017,LiNO3+NaClO4+NaNO3,0,1,6.190149573467326,162.65650604823182,3.150355512318224,7.803170000201336,0.11561035668043275,2.504609742056294,0.033625695809631435,0.9097163803756619,0.0013171231428567166,0.799407116298759,0.002870388599216424,1.0,0.8677507102876024,-0.06834359398884338,1.7142857142857144,1.2857142857142856,1.1904761904761905,0.7619047619047619,0.9047619047619048,low,q5cand_0238,0.1
q6_q5cand_0238_01_0018,Na2SO4+NaClO4+NaNO3,18,0,5.037750240680855,164.7487552018321,1.4740264755177659,6.608112197570929,0.09952487673825379,2.5056161910931807,0.026390676836918165,0.8955691000350906,0.0026096488954822456,0.8140561173414415,0.021660951291599184,1.0,0.8544426290655567,-0.040386511724115226,0.9523809523809523,0.9047619047619047,0.7619047619047619,0.7619047619047619,1.2857142857142856,medium,q5cand_0238,0.1
q6_q5cand_0238_01_0019,NaBr+NaClO4+NaNO3,4,1,8.947841235742468,166.06136076289542,1.1635956649137997,6.777329983626647,0.11784881772863552,1.9264711735263218,0.09501065075578521,0.9676919092587332,0.03590805889684652,0.7137365370627243,0.03703073601662098,1.0,0.3061283317259117,0.40760820533681263,1.0952380952380953,1.619047619047619,2.0,1.9047619047619047,2.0,low,q5cand_0238,0.1
q6_q5cand_0238_01_0020,NaClO4+NaNO3,27,0,3.2990069082470215,164.64918947917286,1.5523674649694021,7.599507333441276,0.057927711588588275,2.5424715197138723,0.001746795235519425,0.9089737494638381,0.001912683207752099,0.834906878195059,0.004096187689164536,1.0,0.8892933148809913,-0.05438643668593224,0.7619047619047619,0.42857142857142855,0.23809523809523808,0.38095238095238093,0.42857142857142855,high,q5cand_0238,0.1
q6_q5cand_0238_01_0021,NaClO4+NaNO3,27,0,3.384331460356017,164.89065376488716,1.343288696561251,7.56018489495959,0.021185370901124795,2.5435015984318654,0.008519163157537587,0.9090999250061906,0.0013611993766062596,0.8341730664361963,0.00486890730514827,1.0,0.8901978905668905,-0.056024824130694206,0.7142857142857142,0.3333333333333333,0.42857142857142855,0.38095238095238093,0.7142857142857142,high,q5cand_0238,0.1
q6_q5cand_0238_02_0001,Li2SO4+NaClO4+NaNO3,0,1,6.175653380808851,161.68973924286988,3.1310998222022013,7.600399540645739,0.13513857876229476,2.4753943894995665,0.021676851709573494,0.9093405051692437,0.0046250027205338475,0.7821906776984741,0.011326255294541152,1.0,0.8732730219502459,-0.09108234425177186,1.5714285714285714,1.3333333333333335,1.1428571428571428,1.4285714285714286,1.2380952380952381,low,q5cand_0238,0.2
q6_q5cand_0238_02_0002,LiClO4+NaClO4+NaNO3,0,1,6.335709399906711,164.41445601105826,2.3689084639484057,7.424091056275678,0.28615132522502695,2.483119059063499,0.030941555812292486,0.9100361525960011,0.0029312541488604755,0.7838888811050628,0.010710041881895538,1.0,0.8890321122552973,-0.1051432311502345,1.619047619047619,1.7142857142857144,1.619047619047619,1.2857142857142856,1.380952380952381,low,q5cand_0238,0.2
q6_q5cand_0238_02_0003,LiNO3+NaClO4+NaNO3,0,1,6.172263161066863,160.2917829369145,1.2091587483848554,7.723852465769215,0.09403746974911599,2.487271833431807,0.0190189656978448,0.9116610036180006,0.003551194816344164,0.7798254015418317,0.008554340007332224,1.0,0.8777325720316604,-0.09790717048982878,0.8571428571428571,1.0476190476190474,0.9523809523809523,1.2380952380952381,1.0952380952380953,low,q5cand_0238,0.2
q6_q5cand_0238_02_0004,Na2SO4+NaClO4+NaNO3,18,0,4.972764387216816,164.86730452156,1.397227759824838,6.221980585492517,0.14606102263181886,2.4964378432574885,0.03041323519728496,0.8971032501118134,0.004629217232484412,0.7832760404919251,0.0209938438475443,0.721980585492517,0.5218220837828738,0.26145395670905136,0.9047619047619048,1.1428571428571428,1.1428571428571428,1.2380952380952381,1.1428571428571428,medium,q5cand_0238,0.2
q6_q5cand_0238_02_0005,NaBr+NaClO4+NaNO3,4,1,8.839807431624767,166.62930207942333,1.3336839469933652,6.436502456895041,0.11924660971116394,1.8789207428177048,0.06841463368050216,0.944351975130997,0.0093550386219038,0.6633265346793799,0.039147038870172346,0.9365024568950409,0.3865413827887208,0.27678515189065905,1.2857142857142856,1.5714285714285714,1.8571428571428572,1.9523809523809523,1.9523809523809523,low,q5cand_0238,0.2
q6_q5cand_0238_02_0006,NaClO4+NaNO3,27,0,3.4401102212180583,165.36287428642913,1.0214925250718137,6.998035096624229,0.46062340573664246,2.5436374895109584,0.015835306200668076,0.907869566833778,0.006446947551225612,0.8066526373258873,0.01666601281111197,1.0,0.9356860171638323,-0.12903337983794494,0.42857142857142855,1.2857142857142856,0.5714285714285714,1.2380952380952381,0.9523809523809523,high,q5cand_0238,0.2
q6_q5cand_0238_02_0007,NaClO4+NaNO3,27,0,3.175926915926055,165.78122397477492,1.3531657033887594,7.012922789578436,0.4526028784406776,2.518397955992234,0.007083030046714162,0.905379934831465,0.00528280927637016,0.8103244751220543,0.016959402606397025,1.0,0.9173467063068641,-0.1070222311848098,0.6666666666666666,1.1904761904761905,0.3333333333333333,1.1428571428571428,0.9523809523809523,high,q5cand_0238,0.2
q6_q5cand_0238_02_0008,Li2SO4+NaClO4+NaNO3,0,1,6.12240375095597,161.82719956033017,3.017597353585576,7.67100699889311,0.11724521131874993,2.4701126366103345,0.022130434658548324,0.9059884421368706,0.0011456415982204107,0.7996147048533002,0.0005914512026492891,1.0,0.8674454513977037,-0.06783074654440346,1.4285714285714286,1.0952380952380953,1.0952380952380953,0.6190476190476191,0.5714285714285714,low,q5cand_0238,0.2
q6_q5cand_0238_02_0009,LiClO4+NaClO4+NaNO3,0,1,6.262864872906972,164.20254972737013,2.1296959633177543,7.50757192722146,0.2671282302206763,2.4779750266107743,0.03199660544995936,0.9066297583421812,0.0013943037603309121,0.7962396760150252,0.005024305330249108,1.0,0.8817722344939004,-0.0855325584788752,1.5238095238095237,1.5714285714285714,1.619047619047619,0.9047619047619047,1.2380952380952381,low,q5cand_0238,0.2
q6_q5cand_0238_02_0010,LiNO3+NaClO4+NaNO3,0,1,6.11834073968095,160.18968674392931,0.7686224717388902,7.807124451494244,0.07872649013664912,2.4805148708997176,0.020543826034523874,0.9086015652679094,0.0018940468514740366,0.7991134513190926,0.001692149927776629,1.0,0.8703359916177966,-0.071222540298704,0.5714285714285714,0.8571428571428571,0.9523809523809523,0.8095238095238095,0.6190476190476191,low,q5cand_0238,0.2
q6_q5cand_0238_02_0011,Na2SO4+NaClO4+NaNO3,18,0,4.820092725333444,164.86288417008606,1.3933749035605936,6.523298811128432,0.04934753817659205,2.49151297683651,0.03032691786274219,0.8935431925162927,0.0034265666461507803,0.8094072267138576,0.023545716452754436,1.0,0.8844888741424035,-0.07508164742854595,0.8095238095238095,0.5714285714285714,1.0476190476190477,0.9523809523809523,1.1904761904761905,medium,q5cand_0238,0.2
q6_q5cand_0238_02_0012,NaBr+NaClO4+NaNO3,4,1,8.674899041879561,166.45478819053443,1.3378213706075097,6.703028221968701,0.06109615916393287,1.8769779682618062,0.07064216007124072,0.944131935718848,0.004355979885313041,0.6935341887228765,0.030139747974579842,1.0,0.45033330270815947,0.24320088601471707,1.2857142857142856,1.1904761904761905,1.8571428571428572,1.6666666666666665,1.8095238095238095,low,q5cand_0238,0.2
q6_q5cand_0238_02_0013,NaClO4+NaNO3,27,0,3.0837045500572047,164.43511379890074,1.7251261110286582,7.563229394321837,0.00288618788903039,2.5341019820041217,0.006895125012004593,0.9056878457647956,0.0018709057019758084,0.8344566044500753,0.004965133496497402,1.0,0.9253217095707311,-0.09086510512065582,0.7619047619047619,0.23809523809523808,0.23809523809523808,0.47619047619047616,0.6190476190476191,high,q5cand_0238,0.2
q6_q5cand_0238_02_0014,NaClO4+NaNO3,27,0,2.979501064151188,165.55201402517596,1.067862228496917,7.517452657614193,0.03440963719155397,2.5171164298811233,0.007105823905988107,0.9022730684696882,0.0030028139563940573,0.8364508224272621,0.003435206948256801,1.0,0.9130131562513945,-0.07656233382413236,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.6666666666666667,0.42857142857142855,high,q5cand_0238,0.2
