GUID,pattern_key,pattern_count,rare_pattern,uncertainty_density,pred_conductivity,uncertainty_dispersion_conductivity,pred_pH,uncertainty_dispersion_pH,pred_W_1,uncertainty_dispersion_W_1,pred_R_W,uncertainty_dispersion_R_W,pred_PI,uncertainty_dispersion_PI,pred_S_pH,pred_PI_recon,pred_PI_gap_direct_vs_recon,uncertainty_hook_conductivity,uncertainty_hook_pH,uncertainty_hook_W_1,uncertainty_hook_R_W,uncertainty_hook_PI,anchor_guid,anchor_trust,anchor_PI,recipe_signature,trust_tier,vol_Li2SO4,vol_LiClO4,vol_LiNO3,vol_Na2SO4,vol_NaBr,vol_NaClO4,vol_NaNO3,vol_water,pi_rank,cond_rank,w1_rank,ph_rank,novelty_rank,risk_rank,exploit_score,explore_score
q5cand_0013,NaClO4+NaNO3,27,0,1.5928913714731472,161.17777950700562,0.11491302384573994,7.797450907382328,0.04950398827230271,2.4794812629632923,0.021410655154464015,0.9011865486748949,0.0014352118259234198,0.8327029954369505,0.0009638622095592745,1.0,0.8169441525024742,0.01575884293447627,0.16289592760180996,0.5912518853695324,0.7209653092006034,0.5671191553544495,0.2383107088989442,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,NaClO4:2.9; NaNO3:2.0; water:2.1,high,0.0,0.0,0.0,0.0,0.0,2.9,2.0,2.1,0.9698340874811463,0.7978883861236803,0.3936651583710407,0.5052790346907994,0.13725490196078433,0.09803921568627451,0.685972850678733,0.573529411764706
q5cand_0014,NaClO4+NaNO3,27,0,1.5883029306963192,161.21946884940925,0.18276853797547876,7.766968245453405,0.043261580722926476,2.4705688535282966,0.01670494073658188,0.8987797936198774,0.0009103121277133396,0.8312828918215612,0.0005313240588569641,1.0,0.8093153365945204,0.021967555227040858,0.19457013574660634,0.5339366515837104,0.665158371040724,0.3695324283559578,0.17043740573152338,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,NaClO4:2.8; NaNO3:2.0; water:2.2,high,0.0,0.0,0.0,0.0,0.0,2.8,2.0,2.2,0.951734539969834,0.8009049773755657,0.3680241327300151,0.5052790346907994,0.13423831070889894,0.0746606334841629,0.6792609351432882,0.5666666666666667
q5cand_0015,Li2SO4+NaClO4+NaNO3,0,1,5.696547960075817,156.51361309192157,3.619493345619445,7.939390310023179,0.19211384817306873,2.4435873321830472,0.03129269638544516,0.8997989732694273,0.0004029170699824715,0.8066662486209312,0.005878412844255225,1.0,0.7694046313627986,0.037261617258132596,1.4555052790346907,1.3031674208144797,1.1855203619909502,0.555052790346908,1.10105580693816,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,Li2SO4:0.1; NaClO4:3.0; NaNO3:1.9; water:2.0,low,0.1,0.0,0.0,0.0,0.0,3.0,1.9,2.0,0.746606334841629,0.5882352941176471,0.3152337858220211,0.5052790346907994,0.49019607843137253,0.4984917043740573,0.45173453996983415,0.5042986425339366
q5cand_0016,Li2SO4+NaClO4+NaNO3,0,1,5.708971353242454,155.57085459276078,3.8283143258844072,7.97871392953585,0.1551921521518208,2.442706575113602,0.026062023130432772,0.8987288712961746,0.0007697252031753832,0.8031300135586609,0.003457326723272355,1.0,0.7636126536925477,0.039517359866113155,1.502262443438914,1.2880844645550527,1.1704374057315232,0.7239819004524887,0.9215686274509804,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,Li2SO4:0.2; NaClO4:3.0; NaNO3:1.8; water:2.0,low,0.2,0.0,0.0,0.0,0.0,3.0,1.8,2.0,0.6319758672699849,0.5339366515837104,0.31221719457013575,0.5052790346907994,0.530920060331825,0.38461538461538464,0.41161387631975865,0.47730015082956256
q5cand_0017,LiClO4+NaClO4+NaNO3,0,1,5.822149472459411,159.4250615316144,1.7207881329178585,7.800554306677405,0.29526942782857357,2.4326211093789403,0.04598464061235807,0.901804200961136,0.0011727196994095058,0.8084117390526903,0.0054048608191850705,1.0,0.7756573092873561,0.03275442976533416,1.4223227752639516,1.5822021116138762,1.4479638009049773,0.9607843137254901,1.2126696832579185,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,LiClO4:0.1; NaClO4:3.0; NaNO3:1.9; water:2.0,low,0.0,0.1,0.0,0.0,0.0,3.0,1.9,2.0,0.7828054298642534,0.6998491704374057,0.28054298642533937,0.5052790346907994,0.6380090497737556,0.6214177978883861,0.4605580693815988,0.5549019607843138
q5cand_0018,LiClO4+NaClO4+NaNO3,0,1,5.8377299115917465,159.37124803955092,1.8857557417702375,7.81311193107408,0.28098946096739136,2.4315094322757655,0.04631338032089772,0.900627661451581,0.00048539501721079535,0.8055462315353328,0.004901686192685869,1.0,0.7740067594552656,0.03153947208006713,1.4751131221719458,1.5822021116138765,1.4660633484162897,0.7450980392156863,1.1930618401206636,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,LiClO4:0.2; NaClO4:3.0; NaNO3:1.8; water:2.0,low,0.0,0.2,0.0,0.0,0.0,3.0,1.8,2.0,0.7058823529411765,0.698340874811463,0.27601809954751133,0.5052790346907994,0.6546003016591252,0.5927601809954751,0.43069381598793366,0.5343137254901961
q5cand_0019,LiNO3+NaClO4+NaNO3,0,1,5.694663178656775,157.8261798379113,2.7695509583215605,8.024698628876623,0.15583087691853062,2.450065231997837,0.029529175691273477,0.901014282902561,0.0007135612198902313,0.8060728631705932,0.008469521642602989,1.0,0.7808872997562502,0.025185563414343082,1.3996983408748114,1.248868778280543,1.1704374057315234,0.6666666666666666,1.2413273001508296,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,LiNO3:0.1; NaClO4:3.0; NaNO3:1.9; water:2.0,low,0.0,0.0,0.1,0.0,0.0,3.0,1.9,2.0,0.7149321266968326,0.6440422322775264,0.34087481146304677,0.5052790346907994,0.48868778280542985,0.6568627450980392,0.4208144796380092,0.48793363499245845
q5cand_0020,LiNO3+NaClO4+NaNO3,0,1,5.701891665173048,155.91675774463525,1.411092745422733,8.043990947150851,0.13610488458218975,2.447168013043601,0.028813407936050334,0.8995353504142215,0.0012639074851723514,0.8037511831873906,0.0072333135843810495,1.0,0.7687673496811351,0.034983833506255446,1.220211161387632,1.209653092006033,1.1794871794871793,0.8672699849170438,1.1885369532428356,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,LiNO3:0.2; NaClO4:3.0; NaNO3:1.8; water:2.0,low,0.0,0.0,0.2,0.0,0.0,3.0,1.8,2.0,0.6470588235294118,0.5595776772247361,0.33031674208144796,0.5052790346907994,0.5082956259426847,0.5897435897435898,0.38521870286576165,0.4620663650075414
q5cand_0021,Na2SO4+NaClO4+NaNO3,18,0,2.8743007898147286,160.1739887986818,0.7542953207917897,7.022088261057817,0.041498005081833204,2.4736975796065184,0.01352355418397292,0.891315319521934,0.004304627212629579,0.8219258686560161,0.007221753643804173,1.0,0.8023044805203118,0.019621388135704354,0.6953242835595776,0.6711915535444948,0.7586726998491704,1.096530920060332,0.9743589743589745,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,Na2SO4:0.1; NaClO4:3.0; NaNO3:1.9; water:2.0,high,0.0,0.0,0.0,0.1,0.0,3.0,1.9,2.0,0.8929110105580694,0.7526395173453997,0.3815987933634992,0.5052790346907994,0.2971342383107089,0.40271493212669685,0.5795625942684767,0.5481146304675717
q5cand_0022,Na2SO4+NaClO4+NaNO3,18,0,2.686072992171037,159.87945646779664,0.7079201136148606,7.007772170230517,0.03646163523846422,2.4712800697836723,0.011344632250511967,0.8901182835552895,0.0037835917149611252,0.8176769136606209,0.004016696150628856,1.0,0.7986414074744735,0.019035506186147355,0.6561085972850679,0.6108597285067874,0.6772247360482655,1.048265460030166,0.722473604826546,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,Na2SO4:0.2; NaClO4:3.0; NaNO3:1.8; water:2.0,high,0.0,0.0,0.0,0.2,0.0,3.0,1.8,2.0,0.8733031674208145,0.7239819004524887,0.37104072398190047,0.5052790346907994,0.28205128205128205,0.31221719457013575,0.5815233785822022,0.5411764705882353
q5cand_0023,NaBr+NaClO4+NaNO3,4,1,6.724021363337246,161.6787461543743,1.0608943134604778,7.1398503210887805,0.14668872472960626,1.8880523945337158,0.05858117419234058,0.9765006665969257,0.03616547398525142,0.7559863778207405,0.007749243361599422,1.0,0.4174294096763161,0.33855696814442443,1.5248868778280542,1.6651583710407238,1.812971342383107,1.8733031674208145,1.641025641025641,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,NaBr:0.1; NaClO4:3.0; NaNO3:1.9; water:2.0,low,0.0,0.0,0.0,0.0,0.1,3.0,1.9,2.0,0.14630467571644043,0.8265460030165912,0.04524886877828054,0.5052790346907994,0.9321266968325792,0.8823529411764706,0.11199095022624436,0.37503770739064857
q5cand_0024,NaBr+NaClO4+NaNO3,4,1,6.601060414942793,162.1682828167789,0.5593073741806089,7.1148332191208645,0.14116730502297237,1.8559989825354164,0.04649779892809963,0.9483359497453183,0.0035318913609667726,0.7366331840109085,0.007233002325293802,1.0,0.4017289839844414,0.3349042000264671,1.1719457013574661,1.631975867269985,1.7285067873303168,1.6681749622926092,1.5927601809954752,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,NaBr:0.2; NaClO4:3.0; NaNO3:1.8; water:2.0,low,0.0,0.0,0.0,0.0,0.2,3.0,1.8,2.0,0.11463046757164404,0.8567119155354449,0.02564102564102564,0.5052790346907994,0.9140271493212669,0.8657616892911011,0.10414781297134232,0.3636500754147812
q5cand_0025,NaClO4+NaNO3,27,0,1.650040314874369,160.4215627546856,0.3144481942651114,7.824652972653081,0.05447994903052825,2.5080217424778204,0.02290039418853623,0.9011648072820589,0.005873000224579113,0.8328518007179714,0.0014202095549961683,1.0,0.8320449896283976,0.0008068110895738112,0.2850678733031674,0.650075414781297,0.7752639517345399,1.0316742081447963,0.3288084464555053,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,NaClO4:3.1; NaNO3:1.9; water:2.0,high,0.0,0.0,0.0,0.0,0.0,3.1,1.9,2.0,0.971342383107089,0.770739064856712,0.5610859728506787,0.5052790346907994,0.17496229260935142,0.13574660633484162,0.6987933634992459,0.5923831070889894
q5cand_0026,NaClO4+NaNO3,27,0,1.680659126664463,159.99407957252382,0.7060543926272866,7.821390199401924,0.045905643348030906,2.5099325247000426,0.02419118498397685,0.9020359775850301,0.006005125012398038,0.8310052565884566,0.0028158041311112506,1.0,0.8316174964793275,-0.0006122398908708915,0.5641025641025641,0.6199095022624435,0.8159879336349924,1.0542986425339367,0.5188536953242836,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,NaClO4:3.2; NaNO3:1.8; water:2.0,high,0.0,0.0,0.0,0.0,0.0,3.2,1.8,2.0,0.947209653092006,0.7360482654600302,0.5912518853695324,0.5052790346907994,0.19155354449472098,0.22171945701357465,0.6683257918552037,0.5773001508295627
q5cand_0027,NaClO4+NaNO3,27,0,1.5918627572156727,161.0090618199308,0.1215290341899079,7.811677358194292,0.054570948834894474,2.5050537530053316,0.006787505546060948,0.90207706588348,0.0013133798374446327,0.8331736362721595,0.0012860077216944438,1.0,0.8337340362017859,-0.0005603999296264206,0.16591251885369532,0.6123680241327301,0.3996983408748115,0.5143288084464555,0.28054298642533937,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,NaClO4:3.0; NaNO3:1.9; water:2.1,high,0.0,0.0,0.0,0.0,0.0,3.0,1.9,2.1,0.9773755656108597,0.7903469079939668,0.5294117647058824,0.5052790346907994,0.13574660633484162,0.1085972850678733,0.7061085972850679,0.5871794871794872
q5cand_0028,NaClO4+NaNO3,27,0,1.5858783061214423,161.07352100360424,0.08591620176833105,7.8083182314346695,0.045715867869535166,2.4994940774592243,0.007496832319151697,0.9002139392385409,0.0008423406794133306,0.831120649080519,0.0027090747159076107,1.0,0.8292106540346139,0.0019099950459050552,0.1478129713423831,0.5580693815987934,0.4283559577677225,0.34992458521870284,0.444947209653092,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,NaClO4:3.0; NaNO3:1.8; water:2.2,high,0.0,0.0,0.0,0.0,0.0,3.0,1.8,2.2,0.9487179487179487,0.7933634992458521,0.49019607843137253,0.5052790346907994,0.13273001508295626,0.1975867269984917,0.6701357466063348,0.564027149321267
q5cand_0029,Li2SO4+NaClO4+NaNO3,0,1,5.713164684065815,156.265695470365,3.5067779741686693,7.925933498100299,0.18268360952197027,2.442643247882433,0.028443951595228712,0.8986753656346831,0.003741534289275279,0.8065610052232479,0.006193195775802979,1.0,0.7669940455391485,0.0395669596840994,1.4992458521870287,1.3393665158371042,1.2081447963800904,1.3061840120663648,1.1644042232277525,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,Li2SO4:0.1; NaClO4:3.0; NaNO3:2.0; water:1.9,low,0.1,0.0,0.0,0.0,0.0,3.0,2.0,1.9,0.7420814479638009,0.5761689291101055,0.31070889894419307,0.5052790346907994,0.5414781297134238,0.5542986425339367,0.43544494720965315,0.5076923076923077
q5cand_0030,Li2SO4+NaClO4+NaNO3,0,1,5.714775390695002,155.75489954740934,3.9356270630787678,7.9683173503591505,0.15130944311747732,2.440603788293147,0.023431720145266524,0.8967903269764287,0.004120819364718601,0.8048797517575559,0.005386075412648375,1.0,0.7621787285008659,0.04270102325669001,1.5218702865761689,1.291101055806938,1.152337858220211,1.3333333333333333,1.1176470588235294,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,Li2SO4:0.2; NaClO4:3.0; NaNO3:2.0; water:1.8,low,0.2,0.0,0.0,0.0,0.0,3.0,2.0,1.8,0.6862745098039216,0.5520361990950227,0.30618401206636503,0.5052790346907994,0.5444947209653092,0.5105580693815988,0.41357466063348425,0.4892156862745098
q5cand_0031,LiClO4+NaClO4+NaNO3,0,1,5.837017086524656,159.0804454973594,1.6581914696852795,7.7861383677703975,0.28712323948938756,2.4318064735077165,0.04228973562837897,0.8997728639002132,0.004159323514518152,0.8080397046258425,0.006001311387391124,1.0,0.772591088625265,0.03544861600057747,1.4253393665158371,1.5897435897435899,1.4374057315233786,1.4464555052790347,1.2699849170437405,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,LiClO4:0.1; NaClO4:3.0; NaNO3:2.0; water:1.9,low,0.0,0.1,0.0,0.0,0.0,3.0,2.0,1.9,0.7737556561085973,0.6832579185520362,0.2790346907993967,0.5052790346907994,0.6530920060331825,0.6945701357466063,0.43831070889894425,0.5455505279034691
q5cand_0032,LiClO4+NaClO4+NaNO3,0,1,5.839086311761524,158.96072894407143,1.75941419341539,7.800733209040238,0.2792866094461967,2.431709272515653,0.04120230964059774,0.89904061124292,0.004326040117269148,0.8068375372184099,0.006513520354046448,1.0,0.771648396758345,0.03518914046006494,1.4570135746606336,1.5776772247360482,1.4343891402714932,1.4585218702865763,1.301659125188537,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,LiClO4:0.2; NaClO4:3.0; NaNO3:2.0; water:1.8,low,0.0,0.2,0.0,0.0,0.0,3.0,2.0,1.8,0.7541478129713424,0.6757164404223228,0.277526395173454,0.5052790346907994,0.6576168929110106,0.7254901960784313,0.42156862745098045,0.5354449472096531
q5cand_0033,LiNO3+NaClO4+NaNO3,0,1,5.710532712773794,157.47447310070842,2.6959947954402352,8.010455176742102,0.14669416840288185,2.4486317439554117,0.026267395642182834,0.8994003765840674,0.004763648473881076,0.8064027869468964,0.007948782135185748,1.0,0.7773774257676761,0.029025361179220277,1.4419306184012066,1.2745098039215685,1.1825037707390649,1.363499245852187,1.2594268476621417,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,LiNO3:0.1; NaClO4:3.0; NaNO3:2.0; water:1.9,low,0.0,0.0,0.1,0.0,0.0,3.0,2.0,1.9,0.7315233785822021,0.6229260935143288,0.33634992458521873,0.5052790346907994,0.5399698340874811,0.6742081447963801,0.41990950226244345,0.5012066365007541
q5cand_0034,LiNO3+NaClO4+NaNO3,0,1,5.70667804695122,155.68336449949587,1.5248748403315542,8.026357274247772,0.13570029058120156,2.445326111588478,0.02523504332414611,0.8982794310328661,0.004933564795136147,0.8055780239951796,0.007940718162798423,1.0,0.7657423401494147,0.03983568384576497,1.2609351432880844,1.2187028657616894,1.1508295625942684,1.354449472096531,1.2352941176470589,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,LiNO3:0.2; NaClO4:3.0; NaNO3:2.0; water:1.8,low,0.0,0.0,0.2,0.0,0.0,3.0,2.0,1.8,0.7073906485671192,0.5460030165912518,0.32277526395173456,0.5052790346907994,0.5203619909502263,0.6478129713423831,0.39690799396681753,0.4776018099547511
q5cand_0035,Na2SO4+NaClO4+NaNO3,18,0,2.948502756030259,159.90516499798687,0.5860045890186367,7.02315962349168,0.04881279805703426,2.4726142737011796,0.011542993332693749,0.8896865365077614,0.008587898674526686,0.8218055699550262,0.007943662874540514,1.0,0.7993668413492128,0.02243872860581342,0.5912518853695324,0.755656108597285,0.7119155354449472,1.1975867269984917,1.0256410256410255,{67331D49-137E-D1B2-D46A-5FCFCD96A9A0},high,0.8470858629974295,Na2SO4:0.1; NaClO4:3.0; NaNO3:2.0; water:1.9,high,0.0,0.0,0.0,0.1,0.0,3.0,2.0,1.9,0.8914027149321267,0.7285067873303167,0.3755656108597285,0.5052790346907994,0.3092006033182504,0.4343891402714932,0.566817496229261,0.5432126696832581
