GUID,pattern_key,total_volume,ratio_Li2SO4,present_Li2SO4,mass_proxy_Li2SO4,mol_proxy_Li2SO4,ratio_LiClO4,present_LiClO4,mass_proxy_LiClO4,mol_proxy_LiClO4,ratio_LiNO3,present_LiNO3,mass_proxy_LiNO3,mol_proxy_LiNO3,ratio_Na2SO4,present_Na2SO4,mass_proxy_Na2SO4,mol_proxy_Na2SO4,ratio_NaBr,present_NaBr,mass_proxy_NaBr,mol_proxy_NaBr,ratio_NaClO4,present_NaClO4,mass_proxy_NaClO4,mol_proxy_NaClO4,ratio_NaNO3,present_NaNO3,mass_proxy_NaNO3,mol_proxy_NaNO3,ratio_water,present_water,mass_proxy_water,mol_proxy_water,active_count,water_ratio,weighted_density,ionic_strength_proxy,salt_ratio_sum,nonwater_entropy,max_nonwater_ratio,sulfate_ratio,nitrate_ratio,perchlorate_ratio,bromide_ratio,lithium_ratio,sodium_ratio,water_x_ionic,sulfate_x_nitrate,pattern_count,rare_pattern,pattern_Li2SO4,pattern_Li2SO4+LiClO4,pattern_Li2SO4+LiClO4+LiNO3,pattern_Li2SO4+LiNO3,pattern_Li2SO4+LiNO3+Na2SO4+NaClO4+NaNO3,pattern_Li2SO4+LiNO3+NaClO4+NaNO3,pattern_Li2SO4+Na2SO4+NaClO4+NaNO3,pattern_Li2SO4+NaClO4,pattern_LiClO4,pattern_LiClO4+LiNO3,pattern_LiNO3,pattern_LiNO3+Na2SO4+NaClO4+NaNO3,pattern_Na2SO4+NaBr+NaClO4,pattern_Na2SO4+NaBr+NaClO4+NaNO3,pattern_Na2SO4+NaBr+NaNO3,pattern_Na2SO4+NaClO4,pattern_Na2SO4+NaClO4+NaNO3,pattern_Na2SO4+NaNO3,pattern_NaBr,pattern_NaBr+NaClO4+NaNO3,pattern_NaClO4,pattern_NaClO4+NaNO3,pattern_NaNO3
{BC426425-23EB-383E-8B4B-80964F2843CF},Li2SO4+LiNO3+NaClO4+NaNO3,7.000000000000001,0.05714285714285714,1.0,0.488,1.46888,0.0,0.0,0.0,0.0,0.7714285714285714,1.0,6.534,45.86868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,1.0,0.166,2.6609800000000003,0.09999999999999998,1.0,0.959,9.61877,0.05714285714285714,1.0,0.4,0.0,4,0.05714285714285714,1.2209999999999999,8.51675857142857,0.9428571428571427,0.6546999853274303,0.7714285714285714,0.05714285714285714,0.8714285714285713,0.014285714285714285,0.0,0.8285714285714285,0.11428571428571427,0.4866719183673468,0.04979591836734693,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{9EC13737-3489-4D3A-6E54-91A96B3C64C7},Li2SO4+NaClO4,7.0,0.014285714285714287,1.0,0.122,0.36722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857142857144,1.0,10.624,170.30272000000002,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.5,0.0,2,0.07142857142857142,1.6065714285714285,24.381420000000002,0.9285714285714286,0.142623905688419,0.9142857142857144,0.014285714285714287,0.0,0.9142857142857144,0.0,0.014285714285714287,0.9142857142857144,1.74153,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{DC2EFB75-4AD7-2ED3-8C1C-75CD80AA3921},Li2SO4+LiNO3+Na2SO4+NaClO4+NaNO3,7.000000000000001,0.04285714285714285,1.0,0.366,1.1016599999999999,0.0,0.0,0.0,0.0,0.014285714285714285,1.0,0.121,0.84942,0.04285714285714285,1.0,0.348,0.522,0.0,0.0,0.0,0.0,0.24285714285714283,1.0,2.8219999999999996,45.23666,0.6285714285714286,1.0,6.028000000000001,60.46084000000001,0.02857142857142857,1.0,0.2,0.0,5,0.02857142857142857,1.412142857142857,15.452939999999998,0.9714285714285713,0.9662433140855512,0.6285714285714286,0.0857142857142857,0.6428571428571428,0.24285714285714283,0.0,0.057142857142857134,0.9142857142857143,0.44151257142857137,0.05510204081632652,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{8A538E34-BBD6-96D5-5D8B-1298F94A1D49},Li2SO4+LiNO3+Na2SO4+NaClO4+NaNO3,7.0,0.028571428571428574,1.0,0.244,0.73444,0.0,0.0,0.0,0.0,0.028571428571428574,1.0,0.242,1.69884,0.1142857142857143,1.0,0.9279999999999999,1.392,0.0,0.0,0.0,0.0,0.7857142857142857,1.0,9.129999999999999,146.35389999999998,0.014285714285714287,1.0,0.137,1.37411,0.028571428571428574,1.0,0.2,0.0,5,0.028571428571428574,1.5544285714285713,21.650469999999995,0.9714285714285713,0.7012318602270292,0.7857142857142857,0.14285714285714288,0.04285714285714286,0.7857142857142857,0.0,0.05714285714285715,0.9142857142857143,0.618584857142857,0.006122448979591837,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{0D6FEA45-36CB-848F-CA72-BB601DD75B88},Li2SO4+LiNO3+NaClO4+NaNO3,7.0,0.014285714285714287,1.0,0.122,0.36722,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.605,4.2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8285714285714285,1.0,9.628,154.33684000000002,0.028571428571428574,1.0,0.274,2.74822,0.05714285714285715,1.0,0.4,0.0,4,0.05714285714285715,1.5755714285714288,23.09991142857143,0.9428571428571428,0.5065929634324997,0.8285714285714285,0.014285714285714287,0.1,0.8285714285714285,0.0,0.08571428571428572,0.8571428571428571,1.3199949387755106,0.0014285714285714288,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{EF283BA3-8E5C-3685-42BD-BF647DA4FB1B},Li2SO4+Na2SO4+NaClO4+NaNO3,7.0,0.04285714285714286,1.0,0.366,1.1016599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285714285714286,1.0,1.044,1.566,0.0,0.0,0.0,0.0,0.7857142857142857,1.0,9.129999999999999,146.35389999999998,0.014285714285714287,1.0,0.137,1.37411,0.028571428571428574,1.0,0.2,0.0,4,0.028571428571428574,1.5538571428571426,21.485095714285713,0.9714285714285713,0.6489070458505745,0.7857142857142857,0.17142857142857143,0.014285714285714287,0.7857142857142857,0.0,0.04285714285714286,0.9285714285714285,0.6138598775510204,0.002448979591836735,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{D393E7E6-B3DB-7C9B-C428-09A1F4CD5DE6},Li2SO4+LiNO3+Na2SO4+NaClO4+NaNO3,7.0,0.05714285714285715,1.0,0.488,1.46888,0.0,0.0,0.0,0.0,0.04285714285714286,1.0,0.363,2.54826,0.04285714285714286,1.0,0.348,0.522,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,8.299999999999999,133.04899999999998,0.1142857142857143,1.0,1.096,10.99288,0.028571428571428574,1.0,0.2,0.0,5,0.028571428571428574,1.5421428571428568,21.225859999999994,0.9714285714285715,0.9217734668288886,0.7142857142857143,0.1,0.15714285714285714,0.7142857142857143,0.0,0.1,0.8714285714285714,0.6064531428571427,0.015714285714285715,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{15536953-E3C2-9AA8-0879-DA62E62C0DDD},Li2SO4+LiNO3+Na2SO4+NaClO4+NaNO3,7.0,0.04285714285714286,1.0,0.366,1.1016599999999999,0.0,0.0,0.0,0.0,0.028571428571428574,1.0,0.242,1.69884,0.1142857142857143,1.0,0.9279999999999999,1.392,0.0,0.0,0.0,0.0,0.6857142857142857,1.0,7.967999999999999,127.72703999999999,0.09999999999999999,1.0,0.959,9.61877,0.028571428571428574,1.0,0.2,0.0,5,0.028571428571428574,1.5232857142857141,20.21975857142857,0.9714285714285714,0.9734427618832507,0.6857142857142857,0.15714285714285714,0.12857142857142856,0.6857142857142857,0.0,0.07142857142857142,0.9,0.5777073877551021,0.020204081632653057,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{467F6E89-A76C-86E2-4B66-E345521E4356},Li2SO4+LiNO3+NaClO4+NaNO3,7.0,0.028571428571428574,1.0,0.244,0.73444,0.0,0.0,0.0,0.0,0.19999999999999998,1.0,1.694,11.891879999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4428571428571429,1.0,5.146,82.49038,0.19999999999999998,1.0,1.918,19.23754,0.1285714285714286,1.0,0.9,0.0,4,0.1285714285714286,1.4145714285714284,16.336319999999997,0.8714285714285714,1.1060672405089176,0.4428571428571429,0.028571428571428574,0.39999999999999997,0.4428571428571429,0.0,0.22857142857142856,0.6428571428571429,2.100384,0.011428571428571429,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{04006F2E-2B11-D759-3A7D-576AC146B95F},Li2SO4+LiNO3+NaClO4+NaNO3,7.0,0.014285714285714287,1.0,0.122,0.36722,0.0,0.0,0.0,0.0,0.41428571428571426,1.0,3.509,24.63318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428572,1.0,2.988,47.89764,0.05714285714285715,1.0,0.548,5.49644,0.2571428571428572,1.0,1.8,0.0,4,0.2571428571428572,1.2810000000000001,11.19921142857143,0.7428571428571429,0.9385472061478342,0.41428571428571426,0.014285714285714287,0.4714285714285714,0.2571428571428572,0.0,0.42857142857142855,0.31428571428571433,2.879797224489797,0.0067346938775510205,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{E4D1B122-7B6E-1B1E-EA88-ECCEBD3998CA},Li2SO4+LiNO3+Na2SO4+NaClO4+NaNO3,7.0,0.04285714285714286,1.0,0.366,1.1016599999999999,0.0,0.0,0.0,0.0,0.2285714285714286,1.0,1.936,13.59072,0.014285714285714287,1.0,0.11599999999999999,0.174,0.0,0.0,0.0,0.0,0.6571428571428571,1.0,7.635999999999999,122.40508,0.028571428571428574,1.0,0.274,2.74822,0.028571428571428574,1.0,0.2,0.0,5,0.028571428571428574,1.5039999999999998,20.002811428571427,0.9714285714285714,0.9105231633985331,0.6571428571428571,0.05714285714285715,0.2571428571428572,0.6571428571428571,0.0,0.27142857142857146,0.7,0.5715088979591837,0.014693877551020411,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{E8B0A6B1-EE98-EF49-3C39-9A3C91239BA8},Li2SO4+LiNO3+NaClO4+NaNO3,7.0,0.17142857142857143,1.0,1.464,4.4066399999999994,0.0,0.0,0.0,0.0,0.014285714285714287,1.0,0.121,0.84942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31428571428571433,1.0,3.652,58.541560000000004,0.42857142857142855,1.0,4.11,41.2233,0.07142857142857142,1.0,0.5,0.0,4,0.07142857142857142,1.4067142857142858,15.002988571428572,0.9285714285714286,1.089920793028639,0.42857142857142855,0.17142857142857143,0.44285714285714284,0.31428571428571433,0.0,0.18571428571428572,0.7428571428571429,1.0716420408163265,0.07591836734693877,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{645BD932-12A7-7EB5-2273-429204318D55},Li2SO4+LiNO3+NaClO4+NaNO3,7.0,0.028571428571428574,1.0,0.244,0.73444,0.0,0.0,0.0,0.0,0.014285714285714287,1.0,0.121,0.84942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.83,13.3049,0.7999999999999999,1.0,7.672,76.95016,0.08571428571428572,1.0,0.6,0.0,4,0.08571428571428572,1.3524285714285713,13.119845714285715,0.9142857142857143,0.5292930983814318,0.7999999999999999,0.028571428571428574,0.8142857142857142,0.07142857142857142,0.0,0.04285714285714286,0.8714285714285713,1.1245582040816327,0.023265306122448978,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{8C1B571C-F978-D7E4-91AB-1C2CE5C11D3C},Li2SO4+LiNO3+NaClO4+NaNO3,7.0,0.38571428571428573,1.0,3.294,9.91494,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.605,4.2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,5.81,93.1343,0.028571428571428574,1.0,0.274,2.74822,0.014285714285714287,1.0,0.1,0.0,4,0.014285714285714287,1.4404285714285714,15.72065142857143,0.9857142857142858,1.004113003483843,0.5,0.38571428571428573,0.1,0.5,0.0,0.4571428571428572,0.5285714285714286,0.22458073469387757,0.038571428571428576,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
{79C23413-E923-3C05-5638-9659E82B14DA},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.66,26.6098,0.14285714285714285,1.0,1.37,13.7411,0.7142857142857143,1.0,5.0,0.0,2,0.7142857142857143,1.1471428571428572,5.7644142857142855,0.2857142857142857,0.555974328301518,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2857142857142857,4.117438775510204,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{D76B271C-CB2E-933C-A98A-D358834CC133},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,3.32,53.2196,0.14285714285714285,1.0,1.37,13.7411,0.5714285714285714,1.0,4.0,0.0,2,0.5714285714285714,1.2414285714285713,9.565814285714286,0.42857142857142855,0.6359194408637213,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.42857142857142855,5.466179591836735,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
{2547D1CE-5BE2-71CC-5CCA-8353B7A3591E},NaClO4+NaNO3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.66,26.6098,0.14285714285714285,1.0,1.37,13.7411,0.7142857142857143,1.0,5.0,0.0,2,0.7142857142857143,1.1471428571428572,5.7644142857142855,0.2857142857142857,0.555974328301518,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2857142857142857,4.117438775510204,0.0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
