GUID,pattern_key,pattern_count,rare_pattern,conductivity,pH,W_1,R_W,PI,fold,uncertainty_density,pred_conductivity,pred_conductivity_baseline,pred_conductivity_pls,resid_conductivity,uncertainty_dispersion_conductivity,pred_conductivity_ElasticNet,pred_conductivity_PLS,pred_conductivity_RandomForest,pred_conductivity_ExtraTrees,pred_conductivity_HistGB,pred_conductivity_Blend_RF_ET,pred_conductivity_Blend_Tree3,pred_pH,pred_pH_baseline,pred_pH_pls,resid_pH,uncertainty_dispersion_pH,pred_pH_ElasticNet,pred_pH_PLS,pred_pH_RandomForest,pred_pH_ExtraTrees,pred_pH_HistGB,pred_pH_Blend_RF_ET,pred_pH_Blend_Tree3,pred_W_1,pred_W_1_baseline,pred_W_1_pls,resid_W_1,uncertainty_dispersion_W_1,pred_W_1_ElasticNet,pred_W_1_PLS,pred_W_1_RandomForest,pred_W_1_ExtraTrees,pred_W_1_HistGB,pred_W_1_Blend_RF_ET,pred_W_1_Blend_Tree3,pred_R_W,pred_R_W_baseline,pred_R_W_pls,resid_R_W,uncertainty_dispersion_R_W,pred_R_W_ElasticNet,pred_R_W_PLS,pred_R_W_RandomForest,pred_R_W_ExtraTrees,pred_R_W_HistGB,pred_R_W_Blend_RF_ET,pred_R_W_Blend_Tree3,pred_PI,pred_PI_baseline,pred_PI_pls,resid_PI,uncertainty_dispersion_PI,pred_PI_ElasticNet,pred_PI_PLS,pred_PI_RandomForest,pred_PI_ExtraTrees,pred_PI_HistGB,pred_PI_Blend_RF_ET,pred_PI_Blend_Tree3,pred_S_pH,pred_PI_recon,pred_PI_gap_direct_vs_recon,uncertainty_hook_conductivity,uncertainty_hook_pH,uncertainty_hook_W_1,uncertainty_hook_R_W,uncertainty_hook_PI,total_volume,ratio_Li2SO4,present_Li2SO4,mass_proxy_Li2SO4,mol_proxy_Li2SO4,ratio_LiClO4,present_LiClO4,mass_proxy_LiClO4,mol_proxy_LiClO4,ratio_LiNO3,present_LiNO3,mass_proxy_LiNO3,mol_proxy_LiNO3,ratio_Na2SO4,present_Na2SO4,mass_proxy_Na2SO4,mol_proxy_Na2SO4,ratio_NaBr,present_NaBr,mass_proxy_NaBr,mol_proxy_NaBr,ratio_NaClO4,present_NaClO4,mass_proxy_NaClO4,mol_proxy_NaClO4,ratio_NaNO3,present_NaNO3,mass_proxy_NaNO3,mol_proxy_NaNO3,ratio_water,present_water,mass_proxy_water,mol_proxy_water,active_count,water_ratio,weighted_density,ionic_strength_proxy,salt_ratio_sum,nonwater_entropy,max_nonwater_ratio,sulfate_ratio,nitrate_ratio,perchlorate_ratio,bromide_ratio,lithium_ratio,sodium_ratio,water_x_ionic,sulfate_x_nitrate,pattern_Li2SO4,pattern_Li2SO4+LiClO4,pattern_Li2SO4+LiClO4+LiNO3,pattern_Li2SO4+LiNO3,pattern_Li2SO4+LiNO3+Na2SO4+NaClO4+NaNO3,pattern_Li2SO4+LiNO3+NaClO4+NaNO3,pattern_Li2SO4+Na2SO4+NaClO4+NaNO3,pattern_Li2SO4+NaClO4,pattern_LiClO4,pattern_LiClO4+LiNO3,pattern_LiNO3,pattern_LiNO3+Na2SO4+NaClO4+NaNO3,pattern_Na2SO4+NaBr+NaClO4,pattern_Na2SO4+NaBr+NaClO4+NaNO3,pattern_Na2SO4+NaBr+NaNO3,pattern_Na2SO4+NaClO4,pattern_Na2SO4+NaClO4+NaNO3,pattern_Na2SO4+NaNO3,pattern_NaBr,pattern_NaBr+NaClO4+NaNO3,pattern_NaClO4,pattern_NaClO4+NaNO3,pattern_NaNO3,cluster_id,pc1,pc2,trust_tier
{4ACDD325-3E35-6C77-DA8F-D5B2C0AAFAC0},Li2SO4+LiNO3,30,0,101.6,8.82,2.224439,0.8602717210547077,0.570093419064148,3,1.9604743809717449,100.5605227212252,97.50827970123537,94.60961720932474,-1.0394772787747968,2.8876029080567567,97.50827970123537,94.60961720932474,96.97707595856528,100.65620429696386,104.04828790814643,98.81664012776456,100.5605227212252,8.763942585922157,8.845906799481616,8.69082440096948,-0.0560574140778431,0.0046056254242058,8.845906799481616,8.69082440096948,8.764679535147396,8.769178605729348,8.757969616889724,8.766929070438373,8.763942585922157,2.345015071012876,2.3179504747534563,2.3165947676759204,0.1205760710128762,0.0125169085840429,2.3179504747534563,2.3165947676759204,2.332856070430839,2.339953272933128,2.3622358696746613,2.3364046716819837,2.345015071012876,0.8999226194866434,0.898074829882269,0.8970328924514176,0.0396508984319357,0.0015567497812367,0.898074829882269,0.8970328924514176,0.8999226194866434,0.90371116934117,0.9014416851842249,0.9018168944139068,0.9016918246706794,0.5911158328606503,0.6219059906440335,0.6070736595493383,0.0210224137965022,0.0099327162756354,0.6219059906440335,0.6070736595493383,0.5910081719330024,0.6033343493361188,0.5790049773128296,0.5971712606345606,0.5911158328606503,0.7360574140778429,0.5398318161694554,0.0512840166911948,0.796812749003984,0.2151394422310757,0.7848605577689243,0.5059760956175299,0.7689243027888446,7.0,0.2857142857142857,1.0,2.44,7.344399999999999,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,2.42,16.9884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,3.0,0.0,2,0.42857142857142855,1.1228571428571428,3.4761142857142855,0.5714285714285714,0.7158645534259246,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,1.4897632653061224,0.08163265306122448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.6924051494096983,1.6590961314711081,high
{CD48889B-3423-2BC3-9D5E-3416508C2B9B},Li2SO4+LiNO3,30,0,113.6,8.68,2.433895,0.9268188939077876,0.6718711362638676,5,1.983263598752734,111.85980196709374,109.66470929997512,108.8032030486994,-1.7401980329062496,3.1507376502249125,109.66470929997512,108.8032030486994,108.61003328740472,110.84461542584408,116.12475718803243,109.7273243566244,111.85980196709374,8.640706517975053,8.63300522311836,8.557822718464976,-0.0392934820249468,0.0029250038891478,8.63300522311836,8.557822718464976,8.644835415529846,8.638860301559644,8.63842383683567,8.641847858544745,8.640706517975053,2.389198352500676,2.3837847173253865,2.382266408371338,-0.044696647499324,0.0160551998288581,2.3837847173253865,2.382266408371338,2.3926899937301584,2.368022902618749,2.4068821611531206,2.380356448174454,2.389198352500676,0.8991948995642797,0.9079829132331888,0.9086067002245324,-0.0276239943435079,0.0021065714491109,0.9079829132331888,0.9086067002245324,0.8991948995642797,0.8979752790579296,0.9029271843217314,0.8985850893111047,0.9000324543146468,0.6653609394614987,0.6704661777602421,0.6742801670383027,-0.0065101968023689,0.005127876500806,0.6704661777602421,0.6742801670383027,0.6696441597403349,0.6581514703911805,0.6682871882529804,0.6638978150657577,0.6653609394614987,0.8592934820249472,0.6338461892145181,0.0315147502469805,0.8247011952191234,0.2071713147410358,0.8964143426294822,0.649402390438247,0.5139442231075697,7.0,0.2857142857142857,1.0,2.44,7.344399999999999,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,3.63,25.482599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,2.0,0.0,2,0.2857142857142857,1.1528571428571428,4.689571428571428,0.7142857142857142,0.721059931164621,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.0,0.0,0.7142857142857142,0.0,1.339877551020408,0.12244897959183672,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-4.1218363807688245,0.20416819440470416,high
{6658B1A3-ED8D-8481-827A-E65820B03D69},Li2SO4+LiNO3,30,0,120.6,8.54,2.491674,0.931279267467228,0.7281018225463116,4,1.6624434214822568,117.22721146185437,118.94289066609863,120.7914931857076,-3.3727885381456275,1.945763215439399,118.94289066609863,120.7914931857076,114.87049666048236,117.17536024422348,119.63577748085729,116.02292845235291,117.22721146185437,8.528852649247428,8.446535445281585,8.490530822040618,-0.0111473507525712,0.0028390148512999,8.446535445281585,8.490530822040618,8.525028651489832,8.52970503081263,8.531824265439823,8.527366841151231,8.528852649247428,2.4794045031725207,2.473955390303049,2.476392000128924,-0.0122694968274794,0.0050309920285908,2.473955390303049,2.476392000128924,2.475892310090505,2.4758019901920574,2.486519209234999,2.475847150141281,2.4794045031725207,0.927654890096451,0.9234047301117626,0.926754176913692,-0.003624377370777,0.000454612977868,0.9234047301117626,0.926754176913692,0.927654890096451,0.9269207859585062,0.9265626851784898,0.9272878380274786,0.927046120411149,0.7049029411328195,0.7177697051245434,0.7318139271380164,-0.0231988814134921,0.0108082695182876,0.7177697051245434,0.7318139271380164,0.7097376061535001,0.7150433769581858,0.6899278402867726,0.712390491555843,0.7049029411328195,0.971147350752572,0.7001664049385937,0.0047365361942257,0.5896414342629482,0.1314741035856573,0.3705179282868526,0.2031872509960159,0.7649402390438247,7.0,0.2857142857142857,1.0,2.44,7.344399999999999,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,4.84,33.9768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.0,0.0,2,0.14285714285714285,1.1828571428571428,5.903028571428571,0.8571428571428571,0.6777127269617753,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.0,0.0,0.8571428571428571,0.0,0.8432897959183673,0.16326530612244897,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-4.589206745292439,-1.2821389621455972,high
{8EAAA4C5-CB68-9CAD-60A6-55CBE4C2D54F},Li2SO4+LiNO3,30,0,122.8,8.38,2.511341,0.9337433413359378,0.7413616727125236,1,3.602274342503435,121.30273212998756,124.38129768177484,121.10038986891776,-1.4972678700124504,1.097811801307501,124.38129768177484,121.10038986891776,120.10193055555558,121.050875438054,122.75539039635306,120.5764029968048,121.30273212998756,8.333010859891338,8.242726913911406,8.378339584910407,-0.0469891401086624,0.0123795685706627,8.242726913911406,8.378339584910407,8.330344387755094,8.349329022444218,8.319359169474703,8.339836705099657,8.333010859891338,2.5243124765096887,2.561432344633084,2.568989621751146,0.0129714765096888,0.0042405828704481,2.561432344633084,2.568989621751146,2.52361163119898,2.519504854331044,2.529820943999043,2.5215582427650114,2.5243124765096887,0.931412722896786,0.9344877327769316,0.938596414023591,-0.0023306184391518,0.00059737370233,0.9344877327769316,0.938596414023591,0.931412722896786,0.9299693212993444,0.9308990915634776,0.9306910220980652,0.930760378586536,0.7445502680854493,0.7349904175302777,0.7483752143487227,0.0031885953729257,0.0030713917386169,0.7349904175302777,0.7483752143487227,0.7419725929967202,0.748866788600466,0.7428114226591621,0.745419690798593,0.7445502680854493,1.0,0.7250643418676836,0.0194859262177656,0.8406374501992032,0.7768924302788844,0.7609561752988048,0.6932270916334662,0.7649402390438247,7.0,0.2857142857142857,1.0,2.44,7.344399999999999,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,6.05,42.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.2128571428571429,7.116485714285714,1.0,0.5982695885852573,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.0,0.0,1.0,0.0,0.0,0.20408163265306123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-5.106605048013511,-3.1453597578516463,high
{F5D1C1C0-4C95-7269-94F9-6BD33CB52EE2},Li2SO4+LiNO3,30,0,86.9,8.75,2.384353,0.9242566727344332,0.5812380315823162,5,2.294471116621418,88.94630346072961,84.82571442007679,86.72554189903617,2.046303460729604,0.3652679961288095,84.82571442007679,86.72554189903617,88.4319447894881,89.24480387430026,89.16216171840044,88.83837433189419,88.94630346072961,8.76127479870771,8.778981841425027,8.689003024184876,0.0112747987077099,0.0054784750625123,8.778981841425027,8.689003024184876,8.753554893320965,8.76570293194513,8.764566570857035,8.759628912633048,8.76127479870771,2.2936886889053416,2.3086354322074665,2.313539072116712,-0.0906643110946583,0.0049551967732278,2.3086354322074665,2.313539072116712,2.2913096694557837,2.300586627699145,2.2891697695610973,2.295948148577464,2.2936886889053416,0.8885646780585874,0.8967525882310095,0.895989096758418,-0.0356919946758458,0.0009614819155898,0.8967525882310095,0.895989096758418,0.8885646780585874,0.8888363516268083,0.8907265105823963,0.8887005148426979,0.8893758467559306,0.578408366234162,0.5696004794697574,0.576570946418304,-0.0028296653481542,0.0016880125542758,0.5696004794697574,0.576570946418304,0.5773460493812766,0.5770881220158117,0.5807909273053976,0.5772170856985441,0.578408366234162,0.73872520129229,0.5021492430899176,0.0762591231442444,0.3227091633466135,0.3346613545816733,0.5099601593625498,0.4900398406374502,0.3625498007968127,7.0,0.42857142857142855,1.0,3.66,11.0166,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.21,8.4942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,3.0,0.0,2,0.42857142857142855,1.1242857142857143,2.787257142857143,0.5714285714285714,0.6411148186024177,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,1.194538775510204,0.06122448979591836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3.79195698505675,1.628756915328602,high
{69A49FAD-2376-C931-EB8A-96036768C9D8},Li2SO4+LiNO3,30,0,98.9,8.65,2.229723,0.8529157275777703,0.61949893481586,2,1.8299425075371856,98.90790437547794,96.3414765391014,95.85223590450256,0.0079043754779348,0.6064714659728516,96.3414765391014,95.85223590450256,98.33678248338964,99.74760997487716,98.63932066816707,99.0421962291334,98.90790437547794,8.636350503758031,8.665544782552246,8.614536759267605,-0.0136494962419693,0.0051502265212959,8.665544782552246,8.614536759267605,8.629077793238503,8.64033038646264,8.639643331572946,8.634704089850572,8.636350503758031,2.399483525975962,2.397444067612585,2.403993766917018,0.169760525975962,0.0064234572263075,2.397444067612585,2.403993766917018,2.4050745897910315,2.402888494707019,2.3904874934298364,2.403981542249025,2.399483525975962,0.9140477135682342,0.914455394455529,0.9143922913131736,0.0611319859904638,0.0003987001970014,0.914455394455529,0.9143922913131736,0.9140477135682342,0.9150175957930956,0.9144335352359332,0.9145326546806648,0.9144996148657544,0.6475261519441537,0.6298572237758318,0.6264941178174795,0.0280272171282937,0.0051272422314256,0.6298572237758318,0.6264941178174795,0.6430475153173619,0.6448269198808257,0.6547040206342737,0.6439372175990938,0.6475261519441537,0.863649496241969,0.599663491739478,0.0478626602046757,0.247011952191235,0.199203187250996,0.5298804780876494,0.2111553784860557,0.4701195219123506,7.0,0.42857142857142855,1.0,3.66,11.0166,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,2.42,16.9884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,2.0,0.0,2,0.2857142857142857,1.1542857142857144,4.0007142857142854,0.7142857142857142,0.721059931164621,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0,0.0,0.7142857142857142,0.0,1.1430612244897957,0.12244897959183672,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-4.182659501351419,0.23884123885592903,high
{CFC2A9CE-0D7B-9BBD-8881-B9C24619DB21},Li2SO4+LiNO3,30,0,106.8,8.52,2.466446,0.9260655713084224,0.6940302582326815,3,1.665447473513699,105.83803155577752,103.03804808993311,102.2579478652629,-0.961968444222464,0.7015006482448111,103.03804808993311,102.2579478652629,105.0639020305092,106.76240195565433,105.68779068116908,105.91315199308175,105.83803155577752,8.557862900083625,8.549310265052092,8.548937845967153,0.0378629000836259,0.0267794576285058,8.549310265052092,8.548937845967153,8.541255186480184,8.536690547614736,8.59564296615596,8.538972867047459,8.557862900083625,2.468940285285837,2.463311519567535,2.4567211300706004,0.0024942852858376,0.0049937234348618,2.463311519567535,2.4567211300706004,2.4619090347902493,2.471884029455912,2.4730277916113503,2.466896532123081,2.468940285285837,0.9273662830327872,0.9254307240241272,0.9265202874049216,0.0013007117243647,0.0003218912230795,0.9254307240241272,0.9265202874049216,0.9273662830327872,0.9265984914477844,0.9268270331955054,0.9269823872402856,0.9269306025586924,0.6838518175545852,0.6710257584845696,0.6725071324333194,-0.0101784406780962,0.0018082347582153,0.6710257584845696,0.6725071324333194,0.6836342326462503,0.6861672051272502,0.6817540148902557,0.6849007188867502,0.6838518175545852,0.9421370999163744,0.6555773758179517,0.0282744417366335,0.2430278884462151,0.49800796812749,0.3705179282868526,0.1633466135458167,0.2151394422310757,7.0,0.42857142857142855,1.0,3.66,11.0166,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,3.63,25.482599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.0,0.0,2,0.14285714285714285,1.1842857142857142,5.2141714285714285,0.8571428571428571,0.7262553089033174,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.8571428571428571,0.0,0.7448816326530612,0.18367346938775508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-4.619885481563088,-1.173761489327407,high
{AA671CDC-B22E-64B4-3E61-4AA24E93BAE8},Li2SO4+LiNO3,30,0,110.2,8.36,2.531514,0.931529724152447,0.7108706831981483,3,3.1095351186827025,116.6751317906519,106.83951315856616,100.39971788143856,6.475131790651901,5.188638807414776,106.83951315856616,100.39971788143856,115.27671467223256,111.13604882229572,123.6126318774274,113.20638174726416,116.6751317906519,8.39095677063508,8.317620915380674,8.475465930483752,0.0309567706350808,0.0258445909636002,8.317620915380674,8.475465930483752,8.380034763450837,8.366211042487173,8.426624505967235,8.373122902969005,8.39095677063508,2.501348116591372,2.5423785920316133,2.5445823571726045,-0.0301658834086286,0.0016595951312613,2.5423785920316133,2.5445823571726045,2.499846563465868,2.503661067170687,2.5005367191375587,2.5017538153182777,2.501348116591372,0.9314704392099796,0.9369759597623246,0.9373032339930892,-5.928494246731919e-05,0.0001575699710064,0.9369759597623246,0.9373032339930892,0.9314704392099796,0.9310855191229664,0.93130257034159,0.9312779791664728,0.9312861762248452,0.7056595554898966,0.7023985255197562,0.7033235024415858,-0.0052111277082517,0.0068886993803876,0.7023985255197562,0.7033235024415858,0.7085452814481998,0.712274962052043,0.6961584229694471,0.7104101217501214,0.7056595554898966,1.0,0.707157689659521,-0.0014981341696244,1.2390438247011952,0.8127490039840637,0.4940239043824701,0.4581673306772908,0.8844621513944223,7.0,0.42857142857142855,1.0,3.66,11.0166,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,4.84,33.9768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.2142857142857142,6.427628571428571,1.0,0.6829081047004717,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.24489795918367344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-5.15219571610379,-3.0938932665464414,high
{E44FB683-610A-FD8C-5BE5-AC6818233D3A},Li2SO4+LiNO3,30,0,86.7,8.59,2.384665,0.912449899080726,0.6252095356584012,3,2.422799014967957,89.06669124020117,87.30569517688821,89.16923374974282,2.3666912402011637,2.0672241280923345,87.30569517688821,89.16923374974282,87.15184608843539,88.11096211608216,91.9372655160859,87.63140410225878,89.06669124020117,8.629347789851629,8.685639745089343,8.658473615932248,0.0393477898516287,0.0148539037876009,8.685639745089343,8.658473615932248,8.649961149762937,8.622544641181987,8.61553757860996,8.636252895472463,8.629347789851629,2.33563199458022,2.390805812300314,2.3929746001768635,-0.0490330054197802,0.0203053876212877,2.390805812300314,2.3929746001768635,2.33554610711848,2.36054374642857,2.310806130193609,2.348044926773525,2.33563199458022,0.9016443950407852,0.9136056789983192,0.915280909785488,-0.0108055040399409,0.0017178352843913,0.9136056789983192,0.915280909785488,0.9016443950407852,0.9029377408778948,0.8988233952962168,0.90229106795934,0.9011351770716324,0.6238511033821412,0.5901941801080235,0.587889405630764,-0.0013584322762599,0.0015371316973455,0.5901941801080235,0.587889405630764,0.6222673294961281,0.625932527447903,0.6233534532023928,0.6240999284720155,0.6238511033821412,0.8706522101483714,0.5661003069324417,0.0577507964496994,0.8127490039840637,0.5537848605577689,1.1235059760956174,0.6812749003984064,0.3864541832669322,7.0,0.5714285714285714,1.0,4.88,14.688799999999999,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.21,8.4942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,2.0,0.0,2,0.2857142857142857,1.1557142857142857,3.311857142857143,0.7142857142857142,0.597767614399572,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.0,0.0,0.7142857142857142,0.0,0.9462448979591837,0.08163265306122448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-4.258865438095499,0.2964943875560898,high
{038F6478-5D85-3F7D-E442-2CA54C027760},Li2SO4+LiNO3,30,0,94.5,8.49,2.461994,0.9306578807106888,0.6677779055155674,1,2.199931673996834,97.31435878487176,95.26955225851768,95.41386447281018,2.8143587848717715,1.4227619960886464,95.26955225851768,95.41386447281018,99.234414824263,95.83335461364024,96.87530691671202,97.53388471895164,97.31435878487176,8.50652289722362,8.545692155233722,8.638513347191843,0.0165228972236199,0.01067845331872,8.545692155233722,8.638513347191843,8.508470752660031,8.518518103721672,8.49257983528916,8.513494428190851,8.50652289722362,2.446618020774448,2.458995573114168,2.460393264077505,-0.0153759792255518,0.0075403275766983,2.458995573114168,2.460393264077505,2.452794992616868,2.4360016816340697,2.4510573880724054,2.444398337125469,2.446618020774448,0.9215709947223344,0.9229551778711388,0.9255880327168003,-0.0090868859883543,0.0038961308615179,0.9229551778711388,0.9255880327168003,0.9215709947223344,0.9208985886384016,0.9294791936082852,0.921234791680368,0.9239829256563404,0.6641860204386862,0.6368688826250116,0.6408786348432347,-0.0035918850768811,0.0010357734837068,0.6368688826250116,0.6408786348432347,0.6628807357978737,0.6642629770208904,0.6654143484972946,0.663571856409382,0.6641860204386862,0.9934771027763798,0.6404365988203428,0.0237494216183434,0.5816733067729083,0.4223107569721115,0.6812749003984064,0.8884462151394422,0.2868525896414343,7.0,0.5714285714285714,1.0,4.88,14.688799999999999,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,2.42,16.9884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,1.0,0.0,2,0.14285714285714285,1.1857142857142857,4.525314285714286,0.8571428571428571,0.6777127269617753,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,0.0,0.8571428571428571,0.0,0.6464734693877551,0.16326530612244897,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-4.69834203544244,-1.1858396892298837,high
{F777D1FA-6CBF-C227-CBD7-6DF44F5726A4},Li2SO4+LiNO3,30,0,98.4,8.35,2.498677,0.9348691014069372,0.6799030862020449,4,3.13636259551068,103.20016345121428,99.14042861731409,96.63469459408311,4.800163451214274,1.0686149404926617,99.14042861731409,96.63469459408311,104.12042414965988,103.77817905595872,101.70188714802428,103.9493016028093,103.20016345121428,8.361709183134066,8.422537389970437,8.597187774213497,0.0117091831340658,0.0117143457971807,8.422537389970437,8.597187774213497,8.371918367457965,8.367903629106593,8.345305552837639,8.369910998282279,8.361709183134066,2.505698940568688,2.536518859785869,2.544699549060768,0.0070219405686882,0.0062242125644815,2.536518859785869,2.544699549060768,2.4984337772932506,2.50502753742394,2.513635506988873,2.501730657358596,2.505698940568688,0.929736114615186,0.9373427268365472,0.9399096785808864,-0.0051329867917513,0.0002893508523505,0.9373427268365472,0.9399096785808864,0.929736114615186,0.929612986938362,0.9302790235241348,0.929674550776774,0.929876041692561,0.6862633020086476,0.6729295964370434,0.6732896103945322,0.0063602158066027,0.0038210844748722,0.6729295964370434,0.6732896103945322,0.6870014867513538,0.6905301930615954,0.6812582262129937,0.6887658399064746,0.6862633020086476,1.0,0.6657606551682248,0.0205026468404228,0.6972111553784861,0.6414342629482072,0.8087649402390438,0.4820717131474104,0.7051792828685259,7.0,0.5714285714285714,1.0,4.88,14.688799999999999,0.0,0.0,0.0,0.0,0.42857142857142855,1.0,3.63,25.482599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.2157142857142857,5.738771428571428,1.0,0.6829081047004717,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.24489795918367344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-5.2005078856711915,-3.0322670380819514,high
